0,0,0,0,0,129,129,129,0,128,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,127,129,129,129,127,128,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,126,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,127,127,126,127,0,0,0,126,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,127,126,0,0,127,126,127,128,0,0,0,0,0,0,0,0
0,0,0,0,0,126,127,127,0,0,127,127,127,128,127,127,0,0,0,0,0,0
0,0,0,0,0,0,128,127,0,0,127,127,0,0,129,129,0,0,0,0,0,0
0,0,0,0,0,0,128,127,126,0,127,126,0,127,129,129,0,0,0,0,0,0
127,126,127,127,126,127,127,127,127,127,127,127,126,127,126,126,127,127,127,127,127,127
127,127,127,127,127,127,127,127,127,127,127,127,127,128,128,128,128,128,127,127,127,127
127,127,127,127,127,127,127,126,127,126,127,127,127,128,128,126,128,128,127,127,127,127
