0,0,0,128,127,0,0,0,0,0,0,0,0,0,127,127,127,126,0,0,0,0,0,0,0
0,0,0,128,127,0,127,127,127,126,126,0,0,0,127,0,0,0,0,0,0,0,0,0,0
0,0,0,0,127,0,127,126,126,127,127,128,0,0,127,127,127,0,0,0,0,0,0,0,0
0,0,0,0,127,127,126,127,127,127,127,128,127,129,129,0,127,0,0,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,127,0,0,127,127,127,0,127,0,0,0,0,0,0,0,0
0,0,0,0,127,0,127,127,127,127,0,0,127,127,127,127,127,0,0,0,0,0,0,0,0
0,0,0,0,126,0,127,0,0,127,128,0,127,126,127,127,0,0,0,0,0,0,0,0,0
126,127,127,127,127,127,127,0,131,127,128,0,127,0,0,126,0,0,0,0,0,0,0,0,0
0,0,0,0,127,0,127,127,126,0,0,127,127,127,0,127,0,0,0,0,128,0,0,127,126
0,0,126,127,127,0,127,127,0,0,0,127,127,127,128,127,127,127,126,0,128,127,127,127,127
0,0,0,0,127,0,127,126,127,127,127,127,0,0,128,126,127,127,127,127,127,126,127,127,0
0,0,0,126,127,0,127,126,0,127,127,127,127,126,127,127,127,126,0,127,127,0,0,127,0
0,0,0,0,0,0,127,127,0,127,0,0,0,0,0,0,127,127,0,126,127,0,0,127,126
0,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,127,127,127,127,127,126,0,127
0,0,0,0,0,0,0,126,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
